1	Influential	NNP
29	.	DT

1	``	DT
2	We	DT
3	would	DT
4	have	DT
5	to	DT
6	wait	DT
7	until	DT
8	we	DT
9	have	DT
10	collected	DT
11	on	DT
12	those	DT
13	assets	DT
14	before	DT
15	we	DT
16	can	DT
17	move	DT
18	forward	DT
19	,	DT
20	''	DT
21	he	DT
22	said	DT
23	.	DT

1	The	DT
2	complicated	DT
3	language	DT
4	in	DT
5	the	DT
6	huge	DT
7	new	DT
8	law	DT
9	has	DT
10	muddied	DT
11	the	DT
12	fight	DT
13	.	DT

1	The	DT
2	law	DT
3	does	DT
4	allow	DT
5	the	DT
6	RTC	DT
7	to	DT
8	borrow	DT
9	from	DT
10	the	DT
11	Treasury	DT
12	up	DT
13	to	DT
14	$	DT
15	5	DT
16	billion	DT
17	at	DT
18	any	DT
19	time	DT
20	.	DT

1	Moreover	DT
2	,	DT
3	it	DT
4	says	DT
5	the	DT
6	RTC	DT
7	's	DT
8	total	DT
9	obligations	DT
10	may	DT
11	not	DT
12	exceed	DT
13	$	DT
14	50	DT
15	billion	DT
16	,	DT
17	but	DT
18	that	DT
19	figure	DT
20	is	DT
21	derived	DT
22	after	DT
23	including	DT
24	notes	DT
25	and	DT
26	other	DT
27	debt	DT
28	,	DT
29	and	DT
30	subtracting	DT
31	from	DT
32	it	DT
33	the	DT
34	market	DT
35	value	DT
36	of	DT
37	the	DT
38	assets	DT
39	the	DT
40	RTC	DT
41	holds	DT
42	.	DT

1	But	DT
2	Congress	DT
3	did	DT
4	n't	DT
5	anticipate	DT
6	or	DT
7	intend	DT
8	more	DT
9	public	DT
10	debt	DT
11	,	DT
12	say	DT
13	opponents	DT
14	of	DT
15	the	DT
16	RTC	DT
17	's	DT
18	working-capital	DT
19	plan	DT
20	,	DT
21	and	DT
22	Rep.	DT
23	Charles	DT
24	Schumer	DT
25	(	DT
26	D.	DT
27	,	DT
28	N.Y	DT
29	.	DT
30	)	DT
31	said	DT
32	the	DT
33	RTC	DT
34	Oversight	DT
35	Board	DT
36	has	DT
37	been	DT
38	remiss	DT
39	in	DT
40	not	DT
41	keeping	DT
42	Congress	DT
43	informed	DT
44	.	DT

1	``	DT
2	That	DT
3	secrecy	DT
4	leads	DT
5	to	DT
6	a	DT
7	proposal	DT
8	like	DT
9	the	DT
10	one	DT
11	from	DT
12	Ways	DT
13	and	DT
14	Means	DT
15	,	DT
16	which	DT
17	seems	DT
18	to	DT
19	me	DT
20	sort	DT
21	of	DT
22	draconian	DT
23	,	DT
24	''	DT
25	he	DT
26	said	DT
27	.	DT

1	``	DT
2	The	DT
3	RTC	DT
4	is	DT
5	going	DT
6	to	DT
7	have	DT
8	to	DT
9	pay	DT
10	a	DT
11	price	DT
12	of	DT
13	prior	DT
14	consultation	DT
15	on	DT
16	the	DT
17	Hill	DT
18	if	DT
19	they	DT
20	want	DT
21	that	DT
22	kind	DT
23	of	DT
24	flexibility	DT
25	.	DT
26	''	DT

1	The	DT
2	Ways	DT
3	and	DT
4	Means	DT
5	Committee	DT
6	will	DT
7	hold	DT
8	a	DT
9	hearing	DT
10	on	DT
11	the	DT
12	bill	DT
13	next	DT
14	Tuesday	DT
15	.	DT

1	We	DT
2	're	DT
3	about	DT
4	to	DT
5	see	DT
6	if	DT
7	advertising	DT
8	works	DT
9	.	DT

1	Hard	DT
2	on	DT
3	the	DT
4	heels	DT
5	of	DT
6	Friday	DT
7	's	DT
8	190-point	DT
9	stock-market	DT
10	plunge	DT
11	and	DT
12	the	DT
13	uncertainty	DT
14	that	DT
15	's	DT
16	followed	DT
17	,	DT
18	a	DT
19	few	DT
20	big	DT
21	brokerage	DT
22	firms	DT
23	are	DT
24	rolling	DT
25	out	DT
26	new	DT
27	ads	DT
28	trumpeting	DT
29	a	DT
30	familiar	DT
31	message	DT
32	:	DT
33	Keep	DT
34	on	DT
35	investing	DT
36	,	DT
37	the	DT
38	market	DT
39	's	DT
40	just	DT
41	fine	DT
42	.	DT

1	Their	DT
2	mission	DT
3	is	DT
4	to	DT
5	keep	DT
6	clients	DT
7	from	DT
8	fleeing	DT
9	the	DT
10	market	DT
11	,	DT
12	as	DT
13	individual	DT
14	investors	DT
15	did	DT
16	in	DT
17	droves	DT
18	after	DT
19	the	DT
20	crash	DT
21	in	DT
22	October	DT

1	Just	DT
2	days	DT
3	after	DT
4	the	DT
5	1987	DT
6	crash	DT
7	,	DT
8	major	DT
9	brokerage	DT
10	firms	DT
11	rushed	DT
12	out	DT
13	ads	DT
14	to	DT
15	calm	DT
16	investors	DT
17	.	DT

1	This	DT
2	time	DT
3	around	DT
4	,	DT
5	they	DT
6	're	DT
7	moving	DT
8	even	DT
9	faster	DT
10	.	DT

1	PaineWebber	DT
2	Inc.	DT
3	filmed	DT
4	a	DT
5	new	DT
6	television	DT
7	commercial	DT
8	at	DT
9	4	DT
10	p.m.	DT
11	EDT	DT
12	yesterday	DT
13	and	DT
14	had	DT
15	it	DT
16	on	DT
17	the	DT
18	air	DT
19	by	DT
20	last	DT
21	night	DT
22	.	DT

1	Fidelity	DT
2	Investments	DT
3	placed	DT
4	new	DT
5	ads	DT
6	in	DT
7	newspapers	DT
8	yesterday	DT
9	,	DT
10	and	DT
11	wrote	DT
12	another	DT
13	new	DT
14	ad	DT
15	appearing	DT
16	today	DT
17	.	DT

1	Shearson	DT
2	Lehman	DT
3	Hutton	DT
4	Inc.	DT
5	by	DT
6	yesterday	DT
7	afternoon	DT
8	had	DT
9	already	DT
10	written	DT
11	new	DT
12	TV	DT
13	ads	DT
14	.	DT

1	It	DT
2	considered	DT
3	running	DT
4	them	DT
5	during	DT
6	tomorrow	DT
7	night	DT
8	's	DT
9	World	DT
10	Series	DT
11	broadcast	DT
12	but	DT
13	decided	DT
14	not	DT
15	to	DT
16	when	DT
17	the	DT
18	market	DT
19	recovered	DT
20	yesterday	DT
21	.	DT

1	Other	DT
2	brokerage	DT
3	firms	DT
4	,	DT
5	including	DT
6	Merrill	DT
7	Lynch	DT
8	&	DT
9	Co.	DT
10	,	DT
11	were	DT
12	plotting	DT
13	out	DT
14	potential	DT
15	new	DT
16	ad	DT
17	strategies	DT
18	.	DT

1	The	DT
2	brokerage	DT
3	firms	DT
4	learned	DT
5	a	DT
6	lesson	DT
7	the	DT
8	last	DT
9	time	DT
10	around	DT
11	,	DT
12	when	DT
13	frightened	DT
14	investors	DT
15	flooded	DT
16	the	DT
17	phone	DT
18	lines	DT
19	and	DT
20	fled	DT
21	the	DT
22	market	DT
23	in	DT
24	a	DT
25	panic	DT
26	.	DT

1	This	DT
2	time	DT
3	,	DT
4	the	DT
5	firms	DT
6	were	DT
7	ready	DT
8	.	DT

1	Fidelity	DT
2	,	DT
3	for	DT
4	example	DT
5	,	DT
6	prepared	DT
7	ads	DT
8	several	DT
9	months	DT
10	ago	DT
11	in	DT
12	case	DT
13	of	DT
14	a	DT
15	market	DT
16	plunge	DT
17	.	DT

1	When	DT
2	the	DT
3	market	DT
4	went	DT
5	into	DT
6	its	DT
7	free	DT
8	fall	DT
9	Friday	DT
10	afternoon	DT
11	,	DT
12	the	DT
13	investment	DT
14	firm	DT
15	ordered	DT
16	full	DT
17	pages	DT
18	in	DT
19	the	DT
20	Monday	DT
21	editions	DT
22	of	DT
23	half	DT
24	a	DT
25	dozen	DT
26	newspapers	DT
27	.	DT

1	The	DT
2	ads	DT
3	touted	DT
4	Fidelity	DT
5	's	DT
6	automated	DT
7	800-number	DT
8	beneath	DT
9	the	DT
10	huge	DT
11	headline	DT
12	,	DT
13	``	DT
14	Fidelity	DT
15	Is	DT
16	Ready	DT
17	For	DT
18	Your	DT
19	Call	DT
20	.	DT
21	''	DT

1	A	DT
2	Fidelity	DT
3	spokesman	DT
4	says	DT
5	the	DT
6	800-line	DT
7	,	DT
8	which	DT
9	already	DT
10	was	DT
11	operating	DT
12	but	DT
13	which	DT
14	many	DT
15	clients	DT
16	did	DT
17	n't	DT
18	know	DT
19	about	DT
20	,	DT
21	received	DT
22	about	DT
23	double	DT
24	the	DT
25	usual	DT
26	volume	DT
27	of	DT
28	calls	DT
29	over	DT
30	the	DT
31	weekend	DT
32	.	DT

1	``	DT
2	A	DT
3	lot	DT
4	of	DT
5	investor	DT
6	confidence	DT
7	comes	DT
8	from	DT
9	the	DT
10	fact	DT
11	that	DT
12	they	DT
13	can	DT
14	speak	DT
15	to	DT
16	us	DT
17	,	DT
18	''	DT
19	he	DT
20	says	DT
21	.	DT

1	``	DT
2	To	DT
3	maintain	DT
4	that	DT
5	dialogue	DT
6	is	DT
7	absolutely	DT
8	crucial	DT
9	.	DT

1	It	DT
2	would	DT
3	have	DT
4	been	DT
5	too	DT
6	late	DT
7	to	DT
8	think	DT
9	about	DT
10	on	DT
11	Friday	DT
12	.	DT

1	We	DT
2	had	DT
3	to	DT
4	think	DT
5	about	DT
6	it	DT
7	ahead	DT
8	of	DT
9	time	DT
10	.	DT
11	''	DT

1	Today	DT
2	's	DT
3	Fidelity	DT
4	ad	DT
5	goes	DT
6	a	DT
7	step	DT
8	further	DT
9	,	DT
10	encouraging	DT
11	investors	DT
12	to	DT
13	stay	DT
14	in	DT
15	the	DT
16	market	DT
17	or	DT
18	even	DT
19	to	DT
20	plunge	DT
21	in	DT
22	with	DT
23	Fidelity	DT
24	.	DT

1	Underneath	DT
2	the	DT
3	headline	DT
4	``	DT
5	Diversification	DT
6	,	DT
7	''	DT
8	it	DT
9	counsels	DT
10	,	DT
11	``	DT
12	Based	DT
13	on	DT
14	the	DT
15	events	DT
16	of	DT
17	the	DT
18	past	DT
19	week	DT
20	,	DT
21	all	DT
22	investors	DT
23	need	DT
24	to	DT
25	know	DT
26	their	DT
27	portfolios	DT
28	are	DT
29	balanced	DT
30	to	DT
31	help	DT
32	protect	DT
33	them	DT
34	against	DT
35	the	DT
36	market	DT
37	's	DT
38	volatility	DT
39	.	DT
40	''	DT

1	It	DT
2	goes	DT
3	on	DT
4	to	DT
5	plug	DT
6	a	DT
7	few	DT
8	diversified	DT
9	Fidelity	DT
10	funds	DT
11	by	DT
12	name	DT
13	.	DT

1	PaineWebber	DT
2	also	DT
3	was	DT
4	able	DT
5	to	DT
6	gear	DT
7	up	DT
8	quickly	DT
9	thanks	DT
10	to	DT
11	the	DT
12	1987	DT
13	crash	DT
14	.	DT

1	In	DT
2	the	DT
3	aftermath	DT
4	of	DT
5	the	DT
6	1987	DT
7	debacle	DT
8	,	DT
9	the	DT
10	brokerage	DT
11	firm	DT
12	began	DT
13	taping	DT
14	commercials	DT
15	in-house	DT
16	,	DT
17	ultimately	DT
18	getting	DT
19	its	DT
20	timing	DT
21	down	DT
22	fast	DT
23	enough	DT
24	to	DT
25	tape	DT
26	a	DT
27	commercial	DT
28	after	DT
29	the	DT
30	market	DT
31	closed	DT
32	and	DT
33	rush	DT
34	it	DT
35	on	DT
36	the	DT
37	air	DT
38	that	DT
39	night	DT
40	.	DT

1	It	DT
2	also	DT
3	negotiated	DT
4	an	DT
5	arrangement	DT
6	with	DT
7	Cable	DT
8	News	DT
9	Network	DT
10	under	DT
11	which	DT
12	CNN	DT
13	would	DT
14	agree	DT
15	to	DT
16	air	DT
17	its	DT
18	last-minute	DT
19	creations	DT
20	.	DT

1	The	DT
2	new	DT
3	PaineWebber	DT
4	commercial	DT
5	,	DT
6	created	DT
7	with	DT
8	ad	DT
9	agency	DT
10	Saatchi	DT
11	&	DT
12	Saatchi	DT
13	Co.	DT
14	,	DT
15	features	DT
16	Mary	DT
17	Farrell	DT
18	,	DT
19	one	DT
20	of	DT
21	the	DT
22	firm	DT
23	's	DT
24	most	DT
25	visible	DT
26	investment	DT
27	strategists	DT
28	,	DT
29	sounding	DT
30	particularly	DT
31	bullish	DT
32	.	DT

1	Taped	DT
2	just	DT
3	as	DT
4	the	DT
5	market	DT
6	closed	DT
7	yesterday	DT
8	,	DT
9	it	DT
10	offers	DT
11	Ms.	DT
12	Farrell	DT
13	advising	DT
14	,	DT
15	``	DT
16	We	DT
17	view	DT
18	the	DT
19	market	DT
20	here	DT
21	as	DT
22	going	DT
23	through	DT
24	a	DT
25	relatively	DT
26	normal	DT
27	cycle	DT
28	...	DT
29	.	DT

1	We	DT
2	continue	DT
3	to	DT
4	feel	DT
5	that	DT
6	the	DT
7	stock	DT
8	market	DT
9	is	DT
10	still	DT
11	the	DT
12	place	DT
13	to	DT
14	be	DT
15	for	DT
16	long-term	DT
17	appreciation	DT
18	.	DT
19	''	DT

1	The	DT
2	spot	DT
3	was	DT
4	scheduled	DT
5	to	DT
6	appear	DT
7	three	DT
8	times	DT
9	on	DT
10	CNN	DT
11	last	DT
12	night	DT
13	.	DT

1	PaineWebber	DT
2	considered	DT
3	an	DT
4	even	DT
5	harder	DT
6	sell	DT
7	,	DT
8	recommending	DT
9	specific	DT
10	stocks	DT
11	.	DT

1	Instead	DT
2	,	DT
3	it	DT
4	settled	DT
5	on	DT
6	just	DT
7	urging	DT
8	the	DT
9	clients	DT
10	who	DT
11	are	DT
12	its	DT
13	lifeline	DT
14	to	DT
15	keep	DT
16	that	DT
17	money	DT
18	in	DT
19	the	DT
20	market	DT
21	.	DT

1	``	DT
2	We	DT
3	're	DT
4	saying	DT
5	the	DT
6	worst	DT
7	thing	DT
8	that	DT
9	anyone	DT
10	can	DT
11	do	DT
12	is	DT
13	to	DT
14	see	DT
15	the	DT
16	market	DT
17	go	DT
18	down	DT
19	and	DT
20	dump	DT
21	everything	DT
22	,	DT
23	which	DT
24	just	DT
25	drives	DT
26	the	DT
27	prices	DT
28	down	DT
29	further	DT
30	,	DT
31	''	DT
32	says	DT
33	John	DT
34	Lampe	DT
35	,	DT
36	PaineWebber	DT
37	's	DT
38	director	DT
39	of	DT
40	advertising	DT
41	.	DT

1	``	DT
2	If	DT
3	you	DT
4	owned	DT
5	it	DT
6	and	DT
7	liked	DT
8	it	DT
9	Friday	DT
10	,	DT
11	the	DT
12	true	DT
13	value	DT
14	has	DT
15	n't	DT
16	changed	DT
17	.	DT
18	''	DT

1	He	DT
2	adds	DT
3	,	DT
4	``	DT
5	This	DT
6	is	DT
7	n't	DT
8	1987	DT
9	revisited	DT
10	.	DT
11	''	DT

1	With	DT
2	the	DT
3	market	DT
4	fluctuating	DT
5	and	DT
6	then	DT
7	closing	DT
8	up	DT
9	more	DT
10	than	DT
11	88	DT
12	points	DT
13	yesterday	DT
14	,	DT
15	investment	DT
16	firms	DT
17	had	DT
18	to	DT
19	constantly	DT
20	revise	DT
21	their	DT
22	approach	DT
23	.	DT

1	At	DT
2	Shearson	DT
3	Lehman	DT
4	,	DT
5	executives	DT
6	created	DT
7	potential	DT
8	new	DT
9	commercials	DT
10	Friday	DT
11	night	DT
12	and	DT
13	throughout	DT
14	the	DT
15	weekend	DT
16	,	DT
17	then	DT
18	had	DT
19	to	DT
20	regroup	DT
21	yesterday	DT
22	afternoon	DT
23	.	DT

1	The	DT
2	plan	DT
3	had	DT
4	been	DT
5	to	DT
6	make	DT
7	one	DT
8	of	DT
9	Shearson	DT
10	's	DT
11	easy-to-film	DT
12	,	DT
13	black-and-white	DT
14	``	DT
15	Where	DT
16	We	DT
17	Stand	DT
18	''	DT
19	commercials	DT
20	,	DT
21	which	DT
22	have	DT
23	been	DT
24	running	DT
25	occasionally	DT
26	in	DT
27	response	DT
28	to	DT
29	news	DT
30	events	DT
31	since	DT
32	1985	DT
33	.	DT

1	The	DT
2	ad	DT
3	would	DT
4	have	DT
5	run	DT
6	during	DT
7	the	DT
8	World	DT
9	Series	DT
10	tomorrow	DT
11	,	DT
12	replacing	DT
13	the	DT
14	debut	DT
15	commercial	DT
16	of	DT
17	Shearson	DT
18	's	DT
19	new	DT
20	ad	DT
21	campaign	DT
22	,	DT
23	``	DT
24	Leadership	DT
25	by	DT
26	Example	DT
27	.	DT
28	''	DT

1	But	DT
2	in	DT
3	a	DT
4	meeting	DT
5	after	DT
6	the	DT
7	market	DT
8	closed	DT
9	yesterday	DT
10	,	DT
11	Shearson	DT
12	executives	DT
13	decided	DT
14	not	DT
15	to	DT
16	go	DT
17	ahead	DT
18	with	DT
19	the	DT
20	stock-market	DT
21	ad	DT
22	.	DT

1	``	DT
2	We	DT
3	do	DT
4	n't	DT
5	think	DT
6	at	DT
7	this	DT
8	point	DT
9	anything	DT
10	needs	DT
11	to	DT
12	be	DT
13	said	DT
14	.	DT

1	The	DT
2	market	DT
3	seems	DT
4	to	DT
5	be	DT
6	straightening	DT
7	out	DT
8	;	DT
9	we	DT
10	're	DT
11	taking	DT
12	a	DT
13	wait-and-see	DT
14	attitude	DT
15	,	DT
16	''	DT
17	says	DT
18	Cathleen	DT
19	B.	DT
20	Stewart	DT
21	,	DT
22	executive	DT
23	vice	DT
24	president	DT
25	of	DT
26	marketing	DT
27	.	DT

1	In	DT
2	any	DT
3	case	DT
4	,	DT
5	the	DT
6	brokerage	DT
7	firms	DT
8	are	DT
9	clearly	DT
10	moving	DT
11	faster	DT
12	to	DT
13	create	DT
14	new	DT
15	ads	DT
16	than	DT
17	they	DT
18	did	DT
19	in	DT
20	the	DT
21	fall	DT
22	of	DT
23	1987	DT
24	.	DT

1	But	DT
2	it	DT
3	remains	DT
4	to	DT
5	be	DT
6	seen	DT
7	whether	DT
8	their	DT
9	ads	DT
10	will	DT
11	be	DT
12	any	DT
13	more	DT
14	effective	DT
15	.	DT

1	In	DT
2	1987	DT
3	,	DT
4	despite	DT
5	a	DT
6	barrage	DT
7	of	DT
8	ads	DT
9	from	DT
10	most	DT
11	of	DT
12	the	DT
13	major	DT
14	investment	DT
15	firms	DT
16	,	DT
17	individuals	DT
18	ran	DT
19	from	DT
20	the	DT
21	market	DT
22	en	DT
23	masse	DT
24	.	DT

1	Now	DT
2	the	DT
3	firms	DT
4	must	DT
5	try	DT
6	their	DT
7	hardest	DT
8	to	DT
9	prove	DT
10	that	DT
11	advertising	DT
12	can	DT
13	work	DT
14	this	DT
15	time	DT
16	around	DT
17	.	DT

1	Ad	DT
2	Notes	DT
3	...	DT
4	.	DT

1	ARNOLD	DT
2	ADVERTISING	DT
3	:	DT

1	Edward	DT
2	Eskandarian	DT
3	,	DT
4	former	DT
5	chairman	DT
6	of	DT
7	Della	DT
8	Femina	DT
9	,	DT
10	McNamee	DT
11	WCRS\/Boston	DT
12	,	DT
13	reached	DT
14	an	DT
15	agreement	DT
16	in	DT
17	principle	DT
18	to	DT
19	acquire	DT
20	a	DT
21	majority	DT
22	stake	DT
23	in	DT
24	Arnold	DT
25	Advertising	DT
26	,	DT
27	a	DT
28	small	DT
29	Boston	DT
30	shop	DT
31	.	DT

1	Terms	DT
2	were	DT
3	n't	DT
4	disclosed	DT
5	.	DT

1	Mr.	DT
2	Eskandarian	DT
3	,	DT
4	who	DT
5	resigned	DT
6	his	DT
7	Della	DT
8	Femina	DT
9	post	DT
10	in	DT
11	September	DT
12	,	DT
13	becomes	DT
14	chairman	DT
15	and	DT
16	chief	DT
17	executive	DT
18	of	DT
19	Arnold	DT
20	.	DT

1	John	DT
2	Verret	DT
3	,	DT
4	the	DT
5	agency	DT
6	's	DT
7	president	DT
8	and	DT
9	chief	DT
10	executive	DT
11	,	DT
12	will	DT
13	retain	DT
14	the	DT
15	title	DT
16	of	DT
17	president	DT
18	.	DT

1	Separately	DT
2	,	DT
3	McDonald	DT
4	's	DT
5	Corp.	DT
6	,	DT
7	Oak	DT
8	Brook	DT
9	,	DT
10	Ill.	DT
11	,	DT
12	named	DT
13	Arnold	DT
14	to	DT
15	handle	DT
16	its	DT
17	estimated	DT
18	$	DT
19	4	DT
20	million	DT
21	cooperative	DT
22	ad	DT
23	account	DT
24	for	DT
25	the	DT
26	Hartford	DT
27	,	DT
28	Conn.	DT
29	,	DT
30	area	DT
31	.	DT

1	That	DT
2	account	DT
3	had	DT
4	been	DT
5	handled	DT
6	by	DT
7	Della	DT
8	Femina	DT
9	,	DT
10	McNamee	DT
11	WCRS	DT
12	.	DT

1	EDUCATION	DT
2	ADS	DT
3	:	DT

1	A	DT
2	142-page	DT
3	ad	DT
4	supplement	DT
5	to	DT
6	Business	DT
7	Week	DT
8	's	DT
9	special	DT
10	``	DT
11	Corporate	DT
12	Elite	DT
13	''	DT
14	issue	DT
15	calls	DT
16	on	DT
17	business	DT
18	leaders	DT
19	to	DT
20	use	DT
21	their	DT
22	clout	DT
23	to	DT
24	help	DT
25	solve	DT
26	the	DT
27	nation	DT
28	's	DT
29	education	DT
30	crisis	DT
31	.	DT

1	The	DT
2	supplement	DT
3	,	DT
4	the	DT
5	largest	DT
6	ever	DT
7	for	DT
8	the	DT
9	magazine	DT
10	,	DT
11	includes	DT
12	ads	DT
13	from	DT
14	52	DT
15	corporate	DT
16	advertisers	DT
17	and	DT
18	kicks	DT
19	off	DT
20	a	DT
21	two-year	DT
22	Business	DT
23	Week	DT
24	initiative	DT
25	on	DT
26	education	DT
27	.	DT

1	The	DT
2	magazine	DT
3	will	DT
4	distribute	DT
5	10	DT
6	%	DT
7	of	DT
8	the	DT
9	gross	DT
10	revenues	DT
11	from	DT
12	the	DT
13	supplement	DT
14	as	DT
15	grants	DT
16	to	DT
17	innovative	DT
18	teachers	DT
19	.	DT

1	You	DT
2	know	DT
3	what	DT
4	the	DT
5	law	DT
6	of	DT
7	averages	DT
8	is	DT
9	,	DT
10	do	DT
11	n't	DT
12	you	DT
13	?	DT

1	It	DT
2	's	DT
3	what	DT
4	1	DT
5	)	DT
6	explains	DT
7	why	DT
8	we	DT
9	are	DT
10	like	DT
11	,	DT
12	well	DT
13	,	DT
14	ourselves	DT
15	rather	DT
16	than	DT
17	Bo	DT
18	Jackson	DT
19	;	DT
20	2	DT
21	)	DT
22	cautions	DT
23	that	DT
24	it	DT
25	's	DT
26	possible	DT
27	to	DT
28	drown	DT
29	in	DT
30	a	DT
31	lake	DT
32	that	DT
33	averages	DT
34	two	DT
35	feet	DT
36	deep	DT
37	;	DT
38	and	DT
39	3	DT
40	)	DT
41	predicts	DT
42	that	DT
43	10,000	DT
44	monkeys	DT
45	placed	DT
46	before	DT
47	10,000	DT
48	pianos	DT
49	would	DT
50	produce	DT
51	1,118	DT
52	publishable	DT
53	rock	DT
54	'n'	DT
55	roll	DT
56	tunes	DT
57	.	DT

1	Baseball	DT
2	,	DT
3	that	DT
4	game	DT
5	of	DT
6	the	DT
7	long	DT
